_healpix_29,source_id,ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ztf_14_obj,ztf_16,ztf_22,panstarrs_1_obj,des_y6,delve_2,tic_v82,allwise,neowise,twomass,erass1,hsc_p3_r,skymapper_4_photometry
2173261783084819945,4346523537966269824,238.81994068189468,-9.938501948798208,932.2731546092256,-785.4500865309261,17.329195,20.772287,15.744517,True,True,True,True,False,True,True,True,True,True,True,False,True
2203244598273210946,4406489184157821952,242.6171853163164,-0.687129367830088,-773.7082066316966,-1231.3435090555145,16.596268,19.33954,15.1681795,True,True,False,True,False,True,True,True,True,True,False,False,True
2242144841975904579,4484289866726156160,276.2422613916052,12.216546262416148,-280.10940796564336,-1078.4278231460746,18.527205,19.260303,17.717615,True,True,True,True,False,False,True,True,True,True,False,False,True
2294219291246815132,4588438567346043776,276.5340620561428,30.2355402736766,-2290.7519787691344,-683.2741440174942,15.930876,19.625938,14.3860445,True,True,True,True,False,True,True,True,True,True,False,False,False
2365588907885198082,4731177819694416000,57.79123387834184,-56.456614645499855,272.49112446153583,-1043.1123256982198,19.99751,20.687986,19.061255,False,False,False,False,True,True,True,True,True,True,True,False,True
2368327532419186774,4736655036868019072,53.56719574134565,-49.89008390582608,2360.5922060078024,483.1275044783075,15.837138,19.476444,14.289389,False,False,False,False,True,True,True,True,True,True,True,False,True
2376199749350714891,4752399493622045696,43.77198593477078,-47.01672835622661,1012.4447203711676,-554.03083867335,18.57293,21.753365,16.880054,False,False,False,False,True,True,True,True,True,True,True,False,True
2468500457222600611,4937000898856154624,32.62406949532682,-50.820823199984886,2168.886011133065,710.8477271238621,13.0888405,,,False,False,False,False,True,True,True,True,True,True,True,False,True
2498070587455067087,4996141155411984128,1.149203206864745,-40.74178765539875,668.8881923601136,-1498.236012315344,18.372276,21.390856,16.70431,False,False,False,False,True,True,True,True,True,True,True,False,True
2503116018396284588,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714,False,False,False,False,True,True,True,True,True,True,True,False,True
2509791480627442152,5019582949474822400,30.50496782970952,-31.614258423805172,-155.9047515069291,-1152.385458324325,19.152927,21.411041,17.618057,False,False,False,False,True,True,True,True,True,True,True,False,True
2591728825245535176,5183457632811832960,46.50745229033088,-3.5183589348894224,332.2239482677255,-1289.4663027045042,18.537136,21.075233,16.997002,True,True,True,True,False,True,True,True,True,True,True,False,True
2592746722668831955,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794,True,True,True,True,True,True,True,True,True,True,False,False,True
2614430748789162512,5228861484450843648,162.48921494407233,-74.00780549813459,-1023.722669621146,601.9677769492725,19.181072,19.877306,18.382256,False,False,False,False,False,True,True,True,True,True,True,False,True
2639021451301902636,5278042880077383040,124.37351805519964,-61.91613022264878,-156.45124641826038,1099.3657696844996,20.009703,21.742388,18.231085,False,False,False,False,False,True,True,True,True,True,True,False,True
2684239512252433754,5368479017141170304,179.85615309644894,-52.78916142373409,-1068.4435683430893,-129.30454458944786,16.013762,19.590649,14.458276,False,False,False,False,False,False,True,True,True,True,True,False,True
2686461822042359132,5372923621096443008,171.65484488705087,-50.06323211342603,-1589.906642106602,450.77746525722046,19.074955,21.784079,17.462835,False,False,False,False,False,True,True,True,True,True,True,False,True
2694795269333884255,5389590533737966208,167.80105286950493,-41.0924386710408,-1254.776569512173,-135.1000636063079,17.698713,,,False,False,False,False,False,True,True,True,True,True,True,False,True
2844080194940665042,5688160373636499840,143.45594308870162,-16.05365838280703,-267.7874133671822,-1177.0423606289362,16.410408,19.335613,14.948805,True,True,True,True,False,True,True,True,True,True,True,False,True
2863463796738903898,5726927573083821440,125.58069426513862,-12.823456020671188,865.008890260463,-881.3450624193156,19.47039,20.068478,18.792942,True,True,True,True,False,True,True,True,True,True,True,False,True
2921386115876613884,5842772221276435968,186.0094142557276,-71.6811190860901,-368.8021839590086,956.8668926053488,18.609531,21.38371,17.01233,False,False,False,False,False,False,True,True,True,True,True,False,True
2931561218854045489,5863122429179888000,194.1812246704677,-62.03559791438614,-1124.0440373851493,24.140910767419854,19.580624,20.221643,18.899515,False,False,False,False,False,False,True,True,True,True,True,False,True
2931561225797609386,5863122429178232704,194.1707401155348,-62.03441920233982,-1123.814823466322,24.644886860262226,20.700846,21.822199,19.240095,False,False,False,False,False,False,True,True,True,True,True,False,True
2949038837383160920,5898077656165232512,220.3618693730048,-51.96917831660915,-998.4604103670848,-267.13943724795496,18.49593,20.8607,16.950079,False,False,False,False,False,False,True,True,True,True,True,False,True
2958756027893341699,5917512039595795968,255.64362170440745,-55.71843392691886,-74.35859729875739,-1104.0036189310908,16.910719,19.899763,15.433823,False,False,False,False,False,False,True,True,True,True,True,False,True
3030280551003984394,6060561079334177664,193.28285964077983,-57.15882237036894,-1563.4785878115576,-431.5331582174852,18.243357,21.28538,16.68192,False,False,False,False,False,False,True,True,True,True,True,False,True
3048082127879952839,6096164227899898880,212.92691466470583,-45.40557375655781,-1451.6130615433965,-285.93131901021087,18.328667,21.22478,16.847122,False,False,False,False,False,True,True,True,True,True,True,False,True
3104913559936190175,6209827101411960320,232.30774446102356,-29.13163481068765,-124.35630929673906,-1017.648273188712,16.905533,19.61513,15.468771,False,True,False,True,False,True,True,True,True,True,True,False,True
3117324213234702700,6234648404610590208,235.11768297918377,-26.23362424553389,-1149.888503038056,-1131.229415660947,15.724944,19.083712,14.214244,True,True,True,True,False,True,True,True,True,True,True,False,True
3140716129124225972,6281432246412503424,221.07095495394785,-20.332461218632645,-2908.634168825205,-1960.915997314847,16.627302,20.28971,15.084134,True,True,True,True,False,True,True,True,True,True,True,False,True
3206298010515918110,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108,False,False,False,False,True,True,True,True,True,True,True,False,True
3410775449123011603,6821550875241089152,335.3015867365798,-19.97335828730783,905.9282324328572,-588.5839294847331,17.651583,20.288462,16.224318,True,True,True,True,False,True,True,True,True,True,False,False,True
